idD,nombre
1000001950,Dominga Brandacci
1000001951,Mathilde Kincaid
1000001952,Sinclare Baigrie
1000001953,Dolf Pury
1000001954,Dody Edyson
1000001955,Dorena Late
1000001956,Llywellyn Fritz
1000001957,Caz Dennis
1000001958,Rhoda Lepick
1000001959,Allison Faunt
1000001960,Zaria Lohden
1000001961,Tillie Brandacci
1000001962,Hildagarde Treby
1000001963,Ray Vidineev
1000001964,Orsola Jime
1000001965,Joli Barbara
1000001966,Ricki Roylance
1000001967,Sandra Ambroz
1000001968,Karilynn Dobsons
1000001969,Cecile Joontjes
1000001970,Anatollo Eatttok
1000001971,Tatiana Coryndon
1000001972,Marguerite Stooke
1000001973,Marney Camidge
1000001974,Emmy McKilroe
1000001975,Loydie Andryushin
1000001976,Erasmus Danielou
1000001977,Joline Vinden
1000001978,Chickie Davidman
1000001979,Rab Gosby
1000001980,Audre McIlwain
1000001981,Marlena Samweyes
1000001982,Greta Corryer
1000001983,Obidiah Merricks
1000001984,Meredithe Delgaty
1000001985,Craggie Rosen
1000001986,Calla Winley
1000001987,Nicolais Braiden
1000001988,Alis Rimbault
1000001989,Aubrette Pucker
1000001990,Merry Kerfoot
1000001991,Christie Cox
1000001992,Joy Kunze
1000001993,Bondie Normanville
1000001994,Cad Gillebert
1000001995,Sully Tabord
1000001996,Orin Chopin
1000001997,Alistair Astie
1000001998,Ruperto Papez
1000001999,Ofelia Nicol
1000002000,Ricky Lapish
